insert_sql
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-08195', '2025-07-17 08:36:44', 'ACC-00427', 'ACC-00208', 'TRANSFERENCIA', 1666705.34, 'EXITOSA', 'CAJERO', 'Transferencia a ACC-00208');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-01098', '2025-07-17 10:16:18', 'ACC-00473', 'ACC-00273', 'TRANSFERENCIA', 1264459.60, 'EXITOSA', 'WEB', 'Transferencia a ACC-00273');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-06957', '2025-07-17 10:19:56', 'ACC-00252', 'ACC-00329', 'TRANSFERENCIA', 3287332.65, 'RECHAZADA', 'APP_MOVIL', 'Transferencia a ACC-00329');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-07627', '2025-07-17 12:47:36', 'ACC-00151', NULL, 'DEPOSITO', 6286033.41, 'EXITOSA', 'WEB', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-07398', '2025-07-17 13:21:46', 'ACC-00177', NULL, 'DEPOSITO', 3662287.30, 'EXITOSA', 'WEB', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-00473', '2025-07-17 15:01:26', 'ACC-00170', NULL, 'DEPOSITO', 8569465.93, 'EXITOSA', 'WEB', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-01471', '2025-07-17 15:13:59', 'ACC-00363', NULL, 'PAGO_SERVICIO', 308813.96, 'PENDIENTE', 'WEB', 'Pago de servicio');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-04207', '2025-07-17 19:03:00', 'ACC-00452', 'ACC-00220', 'TRANSFERENCIA', 188596.54, 'RECHAZADA', 'APP_MOVIL', 'Transferencia a ACC-00220');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-03653', '2025-07-17 20:35:32', 'ACC-00312', 'ACC-00125', 'TRANSFERENCIA', 4486340.49, 'PENDIENTE', 'WEB', 'Transferencia a ACC-00125');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-03320', '2025-07-17 21:05:22', 'ACC-00280', 'ACC-00323', 'TRANSFERENCIA', 234577.92, 'EXITOSA', 'WEB', 'Transferencia a ACC-00323');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-03437', '2025-07-17 22:01:14', 'ACC-00486', NULL, 'RETIRO', 326763.83, 'PENDIENTE', 'WEB', 'Retiro en cajero');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250717-01696', '2025-07-17 22:13:07', 'ACC-00018', NULL, 'RETIRO', 464248.22, 'EXITOSA', 'APP_MOVIL', 'Retiro en cajero');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-09614', '2025-07-18 00:45:38', 'ACC-00403', 'ACC-00389', 'TRANSFERENCIA', 746087.08, 'EXITOSA', 'WEB', 'Transferencia a ACC-00389');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-06536', '2025-07-18 05:08:12', 'ACC-00364', NULL, 'DEPOSITO', 7679101.84, 'EXITOSA', 'WEB', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-09699', '2025-07-18 05:24:58', 'ACC-00450', NULL, 'PAGO_SERVICIO', 289446.75, 'PENDIENTE', 'APP_MOVIL', 'Pago de servicio');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-02118', '2025-07-18 05:40:35', 'ACC-00055', 'ACC-00474', 'TRANSFERENCIA', 1253793.45, 'PENDIENTE', 'SUCURSAL', 'Transferencia a ACC-00474');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-01693', '2025-07-18 06:24:40', 'ACC-00386', NULL, 'DEPOSITO', 2247625.22, 'EXITOSA', 'WEB', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-09110', '2025-07-18 06:25:04', 'ACC-00057', 'ACC-00126', 'TRANSFERENCIA', 582785.22, 'EXITOSA', 'APP_MOVIL', 'Transferencia a ACC-00126');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-07720', '2025-07-18 07:28:14', 'ACC-00254', NULL, 'DEPOSITO', 3097605.08, 'EXITOSA', 'APP_MOVIL', 'Depósito en cuenta');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-05947', '2025-07-18 08:26:19', 'ACC-00397', NULL, 'RETIRO', 113404.14, 'EXITOSA', 'CAJERO', 'Retiro en cajero');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-05165', '2025-07-18 11:01:08', 'ACC-00455', NULL, 'RETIRO', 2836283.33, 'EXITOSA', 'APP_MOVIL', 'Retiro en cajero');"
"INSERT INTO transacciones (id_transaccion, fecha_hora, id_cuenta_origen, id_cuenta_destino, tipo_transaccion, monto, estado, canal, descripcion) VALUES ('TRX-20250718-03683', '2025-07-18 13:33:35', 'ACC-00473', 'ACC-00389', 'TRANSFERENCIA', 866218.13, 'EXITOSA', 'WEB', 'Transferencia a ACC-00389');"
